,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
10,cardiovascular,False,False,"A 45-year-old woman presents to the emergency department with a 2-hour history of central chest pressure radiating to her left arm, associated with diaphoresis and nausea. She is a smoker with poorly controlled type 2 diabetes and was treated for gestational hypertension 12 years ago; there is no known family history of premature coronary disease. Vital signs reveal BP 148/92 mmHg in both arms, HR 102 bpm, RR 18, SpO₂ 98% on room air, and she appears mildly anxious but in no acute distress. Initial ECG shows 1-mm ST depressions in leads V4–V6; high-sensitivity troponin I returns at 42 ng/L (upper limit 14 ng/L).","NSTEMI suspected; start dual antiplatelet therapy, anticoagulation, beta-blocker, statin; arrange urgent coronary angiography.","While awaiting cath lab availability, the nurse notes the patient becoming mildly dyspneic; point-of-care transthoracic echo performed for monitoring reveals a large, echo-lucent crescent surrounding the ascending aorta with intimal flap motion and mild aortic regurgitation.",,o3,5,5,4,Gemini 2.5 Pro,5,5,4,GPT 4.1
11,cardiovascular,False,False,"A 66-year-old man presents to the emergency department with 45 minutes of central chest pressure that began while climbing stairs. He is diaphoretic, mildly nauseated, and describes the pain as ""heavy"" but non-radiating. Past medical history includes long-standing hypertension, type 2 diabetes, and hyperlipidemia; he is a former smoker. Vital signs show BP 165/95 mmHg in both arms, pulse 96/min, RR 18/min, SpO2 98% on room air. Physical examination is otherwise unremarkable, and an initial ECG shows nonspecific ST-segment changes.","Possible NSTEMI/unstable angina; give aspirin, start heparin and nitroglycerin, obtain serial troponins and repeat ECG; admit to cardiology.","While preparations for admission are underway, the patient suddenly reports a ripping pain radiating to the interscapular area. Nursing staff document a blood pressure of 170/90 mmHg in the right arm and 110/80 mmHg in the left; auscultation now reveals a new high-pitched early diastolic murmur along the left sternal border.",,o3,5,5,3,Gemini 2.5 Pro,5,5,3,DeepSeek
12,cardiovascular,False,False,"A 48-year-old male with a history of hypertension presents to the emergency department with 12 hours of sharp, retrosternal chest pain that worsens with deep inspiration and lying flat, but improves when he leans forward. He reports recovering from a flu-like illness about two weeks ago. On examination, he is febrile to 38.2°C, tachycardic at 110 bpm, and a triphasic friction rub is auscultated at the left lower sternal border. An ECG shows diffuse concave ST-segment elevation and PR segment depression, and his C-reactive protein is markedly elevated at 150 mg/L.","Presumed diagnosis of acute viral pericarditis. Plan for high-dose NSAIDs, colchicine, and an echocardiogram.","The transthoracic echocardiogram reveals a moderate-sized pericardial effusion without signs of tamponade, but also demonstrates akinesis of the apical and anteroseptal walls of the left ventricle.",,Gemini 2.5 Pro,5,5,3,GPT 4.1,5,5,3,DeepSeek
13,cardiovascular,False,False,"A 66-year-old male presents to the emergency department with sudden onset of central chest pain radiating to his left arm, associated with diaphoresis and nausea. He has a past medical history of hypertension, type 2 diabetes mellitus, and hyperlipidemia. On examination, he appears pale and anxious, with a blood pressure of 95/60 mmHg, pulse 110 bpm, and mild bibasilar crackles on lung auscultation. His ECG shows ST-segment depression in leads V2-V6.","Initiate ACS protocol, order troponin, start IV access, obtain chest X-ray.","Shortly after, the patient becomes confused and develops a new holosystolic murmur at the apex radiating to the axilla. Point-of-care echocardiogram reveals new chordae tendineae rupture and moderate mitral regurgitation.",,GPT 4.1,5,4,2,o3,5,5,3,Claude Sonnet 4.5
14,cardiovascular,False,False,"A 58-year-old male presents to the emergency department with sudden onset chest pain that began 2 hours ago while climbing stairs. The pain is substernal, pressure-like, radiating to his left arm and jaw, associated with diaphoresis and nausea. His medical history includes hypertension, type 2 diabetes mellitus, and a 30 pack-year smoking history. Initial ECG shows ST-segment elevations of 3mm in leads II, III, and aVF with reciprocal ST depressions in leads I and aVL. Troponin I is elevated at 2.8 ng/mL (normal <0.04).",Acute inferior ST-elevation myocardial infarction. Prepare for emergent cardiac catheterization and percutaneous coronary intervention.,"Blood pressure measurements reveal 88/52 mmHg in the right arm and 86/50 mmHg in the left arm, with jugular venous distension noted at 45 degrees, and clear lung fields on auscultation. The patient becomes increasingly hypotensive despite initial fluid bolus administration.",,Sonnet 4.5,5,5,3,K2 Thinking,5,5,3,GPT 4.1
15,cardiovascular,False,False,"A 62-year-old male presents with progressive shortness of breath over the past week, associated with fatigue and mild swelling of the ankles. He has a past medical history of hypertension, hyperlipidemia, and type 2 diabetes mellitus. On examination, he is afebrile with a blood pressure of 142/88 mmHg, heart rate of 96 bpm, jugular venous distention of 3 cm, and bibasilar lung crackles. ECG reveals left ventricular hypertrophy and chest X-ray shows mild cardiomegaly.","Order echocardiogram, BNP, and start diuretics for suspected heart failure.","During a follow-up review, the patient reports intermittent chest pain radiating to the left arm and occasional palpitations that began a few days prior to the onset of dyspnea. Laboratory results reveal a mildly elevated troponin I and new-onset atrial fibrillation on a repeat ECG.",,GPT 4.1,5,5,3,Claude Sonnet 4.5,5,5,2,o3
16,cardiovascular,False,False,"A 58-year-old male with a history of hypertension and hyperlipidemia presents to the emergency department with sudden onset chest discomfort that began 2 hours ago while climbing stairs. He describes the pain as a heavy pressure in the center of his chest radiating to his left arm, associated with diaphoresis and mild dyspnea. His vital signs show BP 165/95 mmHg, HR 92 bpm, RR 18, and oxygen saturation 96% on room air. Initial ECG shows 1.5mm ST-segment depression in leads V4-V6 with T-wave inversions.","Acute coronary syndrome, likely NSTEMI. Initiate dual antiplatelet therapy, anticoagulation, and prepare for urgent cardiac catheterization.","Troponin levels return at 0.02 ng/mL (normal <0.04), but the patient mentions he had an upper respiratory infection last week and has felt intermittent sharp chest pain when taking deep breaths over the past 3 days that differs from today's pressure sensation.",,Sonnet 4.5,5,5,3,DeepSeek,5,5,2,GPT 5
17,cardiovascular,False,False,"A 62-year-old male with a history of hypertension and type 2 diabetes presents to the emergency department with acute onset chest pain radiating to his left arm. The pain started 45 minutes prior to arrival while he was mowing the lawn and is associated with diaphoresis and mild shortness of breath. On physical examination, his blood pressure is 158/92 mmHg, heart rate is 102 bpm, and there is no jugular venous distention. His past medical history is significant for hyperlipidemia and a 30-pack-year smoking history.","Order ECG and cardiac biomarkers, start aspirin, consider acute coronary syndrome.","Laboratory results reveal elevated D-dimer levels, and a bedside echocardiogram demonstrates a mildly dilated right ventricle with hypokinesis but no pericardial effusion.",,GPT 4.1,5,5,3,DeepSeek,5,5,3,Claude Sonnet 4.5
18,cardiovascular,False,False,"A 68-year-old male presents to the emergency department with 3 hours of substernal chest pressure radiating to his left arm, associated with diaphoresis and nausea. He has a history of type 2 diabetes, hyperlipidemia, and 40 pack-year smoking history. Vital signs show BP 145/90 mmHg, HR 95 bpm, and oxygen saturation 96% on room air. Initial ECG shows ST depressions in leads V4-V6 and troponin I is elevated at 0.8 ng/mL.","NSTEMI - start dual antiplatelet therapy, anticoagulation, high-intensity statin, plan for coronary angiography",The patient mentions he has been experiencing intermittent fevers up to 38.5°C for the past 2 weeks and has recently completed dental work 3 weeks ago. Physical examination now reveals a new soft diastolic murmur at the left sternal border and splinter hemorrhages under his fingernails.,,Opus 4.1,5,5,3,K2 Thinking,5,5,3,GPT 4.1
19,cardiovascular,False,False,"A 67-year-old man with long-standing hypertension, hyperlipidemia, and a 40-pack-year smoking history presents with 30 minutes of heavy substernal pressure radiating to his left arm, accompanied by diaphoresis and nausea. Symptoms started while shoveling snow; he denies prior myocardial infarction and takes lisinopril and atorvastatin inconsistently. On arrival, BP is 182/98 mm Hg, HR 104 bpm, RR 20, SpO2 97% on room air; exam reveals cool, clammy skin, an S4 gallop, clear lungs, and no focal neurologic deficits. Initial ECG shows 1–2 mm horizontal ST depressions in V4–V6 with 1 mm ST elevation in aVR; the initial high-sensitivity troponin is pending.","High-risk NSTE-ACS; give aspirin, P2Y12 inhibitor, heparin, nitrates; obtain serial troponins; plan urgent coronary angiography.","Minutes later he reports abrupt, severe, tearing pain between the shoulder blades and appears distressed; right arm BP is 210/90 versus left arm 170/80, with a new soft early diastolic decrescendo murmur at the left sternal border. A portable chest radiograph shows a widened mediastinum.",,GPT 5,5,5,3,Claude Sonnet 4.5,5,5,4,K2 Thinking
20,cardiovascular,False,False,"A 62-year-old man with long-standing hypertension, hyperlipidemia, and a 30-pack-year smoking history presents with sudden-onset substernal pressure radiating to the left arm, associated with diaphoresis and nausea while shoveling snow. Blood pressure is 184/98 mmHg, heart rate 92 bpm, oxygen saturation 96% on room air; he appears uncomfortable but alert. Cardiopulmonary exam is notable for no baseline murmurs and clear lungs; no chest wall tenderness. ECG shows 1–2 mm horizontal ST depressions in V4–V6 with T-wave inversions in the lateral leads. Initial high-sensitivity troponin I is mildly elevated at 56 ng/L (upper limit 18 ng/L); basic metabolic panel is otherwise unremarkable.","Probable NSTEMI. Start aspirin, heparin, nitroglycerin, high-intensity statin; beta-blocker if no contraindication. Serial troponins and continuous telemetry. Prepare for early invasive evaluation with coronary angiography.","While being moved to the telemetry unit, he abruptly reports a tearing pain that migrates to the interscapular area. Systolic blood pressure is 198 mmHg in the right arm and 168 mmHg in the left, with a diminished left radial pulse. A new soft, high-pitched early diastolic decrescendo murmur is heard along the left sternal border, and he has brief right arm paresthesia with mild left leg weakness that resolves within minutes. Point-of-care creatinine has risen from 0.9 to 1.3 mg/dL over two hours.",,GPT 5,5,5,2,o3,5,5,3,K2 Thinking
21,cardiovascular,False,False,"A 62-year-old man with well-controlled hypertension and type 2 diabetes presents to the emergency department with acute onset substernal chest pain radiating to his left arm, accompanied by sweating and mild shortness of breath. He denies any prior similar episodes, recent illnesses, or trauma. On initial evaluation, his blood pressure is 150/90 mmHg, heart rate is 92 bpm, and he appears anxious but is alert and oriented. His cardiovascular exam reveals regular rhythm, normal S1 and S2, with no murmurs or rubs. ECG shows non-specific ST-segment changes in the precordial leads, and his troponin is mildly elevated.","Admit for possible acute coronary syndrome; begin cardiac monitoring, serial troponins, and further ECGs.","Shortly after admission, the patient develops sudden onset of left leg swelling and mild tenderness, with a palpable cord in the calf. Doppler ultrasound reveals an acute deep vein thrombosis of the popliteal vein.",,GPT 4.1,5,5,3,K2 Thinking,5,5,3,Gemini 2.5 Pro
22,cardiovascular,False,False,"A 68-year-old male with a history of hypertension and hyperlipidemia presents to the emergency department with a two-day history of sharp, central chest pain. He reports the pain is worse when he takes a deep breath or lies flat, and finds some relief by leaning forward. However, he also notes the pain was initially triggered while gardening yesterday. His initial ECG shows diffuse concave ST-segment elevations and PR segment depression in leads II, III, and aVF. Initial high-sensitivity troponin is slightly elevated at 65 ng/L (reference <14 ng/L).","High suspicion for acute myopericarditis. Plan for NSAIDs, colchicine, and echocardiogram.","Thirty minutes after the initial ECG, a repeat ECG is performed due to worsening pain, which now shows resolution of the diffuse ST elevations and new, localized 3mm ST-segment elevations in leads II, III, and aVF with reciprocal ST-depressions in lead aVL.",,Gemini 2.5 Pro,5,5,2,o3,5,5,3,DeepSeek
23,cardiovascular,False,False,"A 58-year-old male presents to the emergency department with sudden onset chest pain radiating to the left arm and jaw that began 2 hours ago. He has a history of hypertension and hyperlipidemia, and his father died of a myocardial infarction at age 62. His initial ECG shows ST-segment elevation in leads II, III, and aVF. Troponin I is elevated at 3.2 ng/mL (normal <0.04 ng/mL). Blood pressure is 145/90 mmHg, heart rate is 98 bpm, and oxygen saturation is 96% on room air.",Acute inferior ST-elevation myocardial infarction (STEMI). Activate catheterization lab for emergent percutaneous coronary intervention.,"While preparing for catheterization, the patient develops severe hypotension (blood pressure drops to 75/45 mmHg) with a new holosystolic murmur heard best at the left lower sternal border that increases with inspiration. Jugular venous distension is now prominent at 45 degrees.",,Sonnet 4.5,5,5,2,o3,5,5,2,K2 Thinking
24,cardiovascular,False,False,"A 58-year-old male with a history of hypertension, hyperlipidemia, and well-controlled type 2 diabetes presents to the emergency department with 2 hours of substernal chest pressure. He describes the pain as a ""heavy weight,"" 7/10 in severity, radiating to his left arm and associated with diaphoresis and mild nausea. His initial EKG shows 1mm ST-segment depressions in leads V4-V6, and his initial high-sensitivity troponin is slightly elevated at 65 ng/L (reference <14 ng/L). His blood pressure is 155/90 mmHg and heart rate is 95 bpm.",Initiate acute coronary syndrome (ACS) protocol. Consult cardiology for urgent cardiac catheterization for presumed NSTEMI.,"While awaiting the cardiology consult, a portable chest X-ray is performed to evaluate for pulmonary edema. The radiologist calls to report a widened mediastinum.",,Gemini 2.5 Pro,5,5,2,o3,5,5,3,Claude Opus 4.1
25,cardiovascular,False,False,"A 46-year-old woman presents to the emergency department with progressive substernal chest pressure and shortness of breath that began two hours ago while she was at rest. She describes the discomfort as a heavy pressure radiating to her left arm, accompanied by diaphoresis and nausea. Her medical history is significant for poorly controlled type 2 diabetes mellitus and a 20-pack-year smoking history; she also takes combined oral contraceptives for menorrhagia. Vital signs are BP 136/82 mm Hg, HR 98 bpm, RR 20/min, and SpO₂ 96% on room air. Physical examination is unremarkable; the initial ECG shows 1 mm ST-segment depressions in leads V4-V6 with T-wave inversions in aVL, and the first high-sensitivity troponin is mildly elevated.","Probable NSTEMI; start dual antiplatelet therapy, IV heparin, and high-dose statin; arrange early coronary angiography.","Bedside transthoracic echocardiography performed for risk stratification reveals a 3.5-cm mobile, pedunculated mass attached to the interatrial septum that prolapses into the mitral valve during diastole; global left-ventricular systolic function is normal with no regional wall-motion abnormalities.",,o3,4,4,3,Claude Sonnet 4.5,5,5,4,K2 Thinking
26,cardiovascular,False,False,"A 58-year-old male with a history of hypertension and hyperlipidemia presents to the emergency department with sudden onset chest pain that began 2 hours ago while climbing stairs. The pain is substernal, described as pressure-like, radiating to the left arm and jaw, associated with diaphoresis and nausea. His vital signs show BP 165/95 mmHg, HR 98 bpm, RR 20/min, O2 sat 96% on room air. Initial ECG shows ST-segment elevations of 2-3 mm in leads II, III, and aVF with reciprocal ST depressions in leads I and aVL.",Acute inferior wall ST-elevation myocardial infarction (STEMI). Prepare for emergency cardiac catheterization and possible percutaneous coronary intervention of the right coronary artery.,"While preparing the patient for catheterization, he suddenly develops hypotension (BP 85/50 mmHg) with clear lung fields on auscultation, elevated jugular venous pressure, and distant heart sounds. A right-sided ECG is obtained showing ST-elevations in V3R and V4R.",,Sonnet 4.5,5,5,2,GPT 4.1,5,5,2,GPT 5
27,cardiovascular,False,False,"A 68-year-old male with hypertension and hyperlipidemia presents with progressive exertional dyspnea over 3 months, now occurring with minimal activity. Physical examination reveals bilateral lower extremity pitting edema, elevated jugular venous pressure at 8 cm, and bibasilar crackles on lung auscultation. ECG shows sinus rhythm with left ventricular hypertrophy, and initial labs demonstrate mild renal impairment with creatinine of 1.8 mg/dL and BNP elevated at 850 pg/mL.","Initiate diuresis for heart failure, start guideline-directed medical therapy including ACE inhibitor, beta-blocker, and consider echocardiogram to assess ejection fraction.","Echocardiogram reveals preserved left ventricular ejection fraction of 55% but demonstrates significant concentric left ventricular hypertrophy, biatrial enlargement, and a speckled myocardial appearance with restrictive filling pattern on Doppler imaging.",,DeepSeek,5,5,2,o3,5,5,2,Claude Opus 4.1
28,cardiovascular,False,False,"68-year-old female with type 2 diabetes and hypertension presents with intermittent chest discomfort for 3 days. The pain is pressure-like, occurs with exertion such as walking up stairs, and resolves within 5 minutes of rest. She reports mild dyspnea on exertion but denies radiation, nausea, or diaphoresis. Vital signs are BP 142/88, HR 78, RR 16 with unremarkable cardiopulmonary exam. ECG demonstrates LVH with strain pattern but no acute ischemic changes.",Stable angina. Start aspirin and statin therapy; order exercise stress test with imaging.,"The patient casually mentions her right calf has been swollen, erythematous, and tender for the past 5 days, which she attributed to a minor muscle strain from gardening.",,K2 Thinking,5,5,3,DeepSeek,4,4,3,o3
29,cardiovascular,False,False,"A 68-year-old male with a history of hypertension and type 2 diabetes presents with a 4-week history of progressive dyspnea on exertion and bilateral lower extremity edema. On examination, his jugular venous pressure is elevated to 10 cm, an S3 gallop is audible, and crackles are present at both lung bases. An initial ECG shows normal sinus rhythm with voltage criteria for left ventricular hypertrophy, and a B-type natriuretic peptide (BNP) level is significantly elevated at 850 pg/mL.",New-onset decompensated heart failure. Initiate intravenous diuretics and obtain a transthoracic echocardiogram.,"While undergoing his initial workup, routine admission labs return showing a monoclonal protein spike on serum protein electrophoresis.",,Gemini 2.5 Pro,5,5,3,GPT 4.1,5,5,3,Claude Sonnet 4.5
